,Event,Height,BMI,Age,GDP,x,y
137,Sailing Mixed Two Person Dinghy,-0.348352629940315,-0.7275101334379479,-0.559849749068305,-0.2604176985595374,-0.8095959639582623,0.5395487170406397
138,Sailing Mixed Two Person Heavyweight Dinghy,0.19157881385944145,-0.004042969375445244,0.3162659985964812,-0.6349114409084251,-0.07014676653739595,0.13851616781486487
139,Sailing Mixed Two Person Keelboat,0.4615445357593197,0.6079630934290894,1.7764589113711249,-0.496431151893138,1.5566151557336814,0.9341338541259292
140,Sailing Mixed Windsurfer,-0.6183183518401932,-0.902927051446363,-0.8518883316232337,0.05393647191830946,-1.0867952786996238,0.758285077772972
141,"Shooting Men's Air Pistol, 10 metres",-0.348352629940315,0.36844211388868175,2.360536076480982,-0.05751300751692858,1.8753248876715156,1.5628621246906578
142,"Shooting Men's Air Rifle, 10 metres",-0.348352629940315,-0.016274643747409067,0.60830458115141,0.352898845845799,0.5985719254917589,0.4887957528360419
143,Shooting Men's Double Trap,0.19157881385944145,0.7709729972887196,1.7764589113711249,1.4458030246737121,2.4690738408913235,0.1021067617162136
144,"Shooting Men's Free Pistol, 50 metres",-0.4833354908902541,0.36844211388868175,2.360536076480982,-0.5396138539525972,1.649377731545797,1.8994254722320107
145,"Shooting Men's Free Rifle, Three Positions, 300 metres",-0.8882840737400715,0.31374305926956925,1.4844203288161961,-0.8157020862577724,0.7536180198593211,1.7732340682416854
146,"Shooting Men's Rapid-Fire Pistol, 25 metres",-0.4833354908902541,0.32042379949326266,2.0684974939260536,-0.6335435174448284,1.3621182390372848,1.7766924146763179
147,"Shooting Men's Running Target, 10 metres",-0.07838690804043678,0.19965472556593086,0.60830458115141,-0.3465721267231528,0.291160293597663,0.4211041523477977
148,"Shooting Men's Running Target, 50 metres",-0.07838690804043678,-0.14609419119966316,0.024227416041552485,-0.11218562928435394,-0.10172527988757972,0.2235247276223599
149,Shooting Men's Skeet,-0.07838690804043678,0.7189150851178544,2.0684974939260536,1.3177709249082807,2.5661444802858924,0.5386094257446653
150,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",-0.348352629940315,0.06527559316122922,1.7764589113711249,-0.2248059834525612,1.2295096303382609,1.3196481790380372
151,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",-0.348352629940315,0.08366149355781066,1.1923817462612674,-0.2149832577946744,0.7559943574151861,0.953187730651777
152,Shooting Men's Trap,-0.07838690804043678,0.8659963216915414,2.652574659035911,-0.3318752828245458,2.2665262492348455,1.6832388731848622
153,"Shooting Mixed Free Pistol, 50 metres",-0.7533012127901324,0.1955043759422848,2.360536076480982,-0.7597420821827416,1.467412011599457,2.1740539031784194
154,"Shooting Mixed Free Rifle, Three Positions, 300 metres",-0.4833354908902541,-0.1282800398366742,0.9003431637063387,-0.7838454780684727,0.2692988345819226,1.154770460353287
155,"Shooting Mixed Rapid-Fire Pistol, 25 metres",-0.4833354908902541,0.20881947909918108,2.360536076480982,-0.6931144784815534,1.5510239456997894,1.9958946978105272
156,"Shooting Mixed Running Target, 50 metres",-0.07838690804043678,0.16458042473150722,0.60830458115141,-0.5919535137884561,0.20386265483110286,0.5267715911851254
157,Shooting Mixed Skeet,-0.348352629940315,0.17847955367795548,1.7764589113711249,-0.5975098976711388,1.1103365269039813,1.5132708743681393
158,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",-0.4833354908902541,0.012703846591778522,2.0684974939260536,-0.758905573343105,1.2393199543508826,1.879321005437413
159,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",-0.4833354908902541,0.0040795069526250215,1.4844203288161961,-0.7116788953377818,0.7879918831338187,1.4650008596313988
160,Shooting Mixed Trap,-0.348352629940315,0.4799994198525934,2.360536076480982,-0.5919535137884561,1.7173153237164194,1.8345546555141783
161,"Swimming Men's 1,500 metres Freestyle",0.5965273967092588,-0.490853024811927,-1.7280040792880198,-0.3169713737451324,-1.7852494679290807,-0.6718562010444574
162,Swimming Men's 10 kilometres Open Water,0.5965273967092588,-0.3411244121091875,0.024227416041552485,1.311381205635147,1.1508426757581542,-0.5497174814210053
163,Swimming Men's 100 metres Backstroke,0.866493118609137,-0.4759781457734513,-1.435965496733091,-0.29879348894028945,-1.515054676707471,-0.809058435384039
164,Swimming Men's 100 metres Breaststroke,0.5965273967092588,-0.32044047263938685,-1.1439269141781625,-0.06329382286958839,-1.1074467714039355,-0.6232060429597677
165,Swimming Men's 100 metres Butterfly,0.731510257659198,-0.3494256626381888,-1.1439269141781625,-0.2805324029585435,-1.1838521637618507,-0.670508226424628
166,Swimming Men's 100 metres Freestyle,0.866493118609137,-0.32044047263938685,-1.435965496733091,-0.4991857692524813,-1.532955455279739,-0.8225886483548612
167,Swimming Men's 200 metres Backstroke,0.866493118609137,-0.5459473878385622,-1.7280040792880198,-0.18768548065886947,-1.7849520949072204,-0.8940862999181985
168,Swimming Men's 200 metres Breaststroke,0.4615445357593197,-0.3153480491071629,-1.435965496733091,-0.2733955483086224,-1.4464957008581365,-0.5447492888515884
169,Swimming Men's 200 metres Butterfly,0.4615445357593197,-0.40403539719364256,-1.435965496733091,-0.33948874054442985,-1.4909219754419036,-0.5044842501944459
170,Swimming Men's 200 metres Freestyle,1.0014759795590762,-0.40542064648163434,-1.435965496733091,-0.16009283622099285,-1.4626292860785675,-0.9641888872793414
171,Swimming Men's 200 metres Individual Medley,0.731510257659198,-0.3494256626381888,-1.435965496733091,-0.03203707315932011,-1.3906688323931538,-0.800528522979077
172,Swimming Men's 4 x 100 metres Freestyle Relay,1.2714417014589543,-0.33218440892141904,-1.1439269141781625,0.3400186614886548,-1.0404710320517887,-1.2880456252637045
173,Swimming Men's 4 x 100 metres Medley Relay,0.866493118609137,-0.3127651299898711,-1.435965496733091,-0.06715844812569395,-1.3905304353039563,-0.9056840778986993
174,Swimming Men's 4 x 200 metres Freestyle Relay,1.0014759795590762,-0.38733524610145714,-1.435965496733091,0.08979371832509082,-1.3960080655830867,-1.0370619427496084
175,Swimming Men's 400 metres Freestyle,0.731510257659198,-0.4298953848682888,-1.7280040792880198,-0.3466762136679699,-1.7747911790560642,-0.789073968038956
176,Swimming Men's 400 metres Individual Medley,0.5965273967092588,-0.45574717369850165,-1.7280040792880198,-0.17642004439410996,-1.7444835860940129,-0.7093224369426929
177,Swimming Men's 50 metres Freestyle,1.2714417014589543,-0.35763778326698537,-0.8518883316232337,-0.11276613546706286,-0.920057480486704,-1.0854169051316593
178,Table Tennis Men's Doubles,-0.348352629940315,-0.593532315199505,0.024227416041552485,0.7944358202139417,0.5912619300210352,0.36840733460541675
179,Table Tennis Men's Singles,-0.07838690804043678,-0.449380148545067,0.3162659985964812,0.734228714249037,0.7069384487295376,0.20254811530804773
180,Table Tennis Men's Team,-0.07838690804043678,-0.4759781457734513,0.3162659985964812,3.162425508822788,3.144403049645762,-0.48850166122438954
181,Taekwondo Men's Featherweight,-0.07838690804043678,-0.8894282908910053,-0.7058690403457694,0.07227405231924486,-0.8556732817356031,0.34522082503856294
